"ObsDate","ObsTime","IntSensor","ExtSensor"
"2016-May-04","21:29:59",11.2,-20.5
"2016-May-04","21:34:59",11.3,-20.5
"2016-May-04","21:39:59",11.3,-20.5
"2016-May-04","21:44:59",11.5,-20.5
"2016-May-04","21:49:59",11.7,-20.5
"2016-May-04","21:54:59",11.8,-20.5
"2016-May-04","21:59:59",11.8,-20.5
"2016-May-04","22:04:59",11.8,-20.5
"2016-May-04","22:09:59",12,-20.5
"2016-May-04","22:14:59",12,-20.5
"2016-May-04","22:19:59",12,-20.5
"2016-May-04","22:24:59",12,-20.5
"2016-May-04","22:29:59",12,-20.5
"2016-May-04","22:33:12",12.2,-20.5
"2016-May-04","22:38:13",12.2,-20.5
"2016-May-04","22:43:13",12.2,-20.5
"2016-May-04","22:48:13",12.2,-20.5
"2016-May-04","22:53:13",12.2,-20.5
"2016-May-04","22:58:13",12.2,-20.5
"2016-May-04","23:03:13",12.2,-20.5
"2016-May-04","23:08:13",12.3,-20.5
"2016-May-04","23:13:13",12.3,-20.5
"2016-May-04","23:18:13",12.3,-20.5
"2016-May-04","23:23:13",12.3,-20.5
"2016-May-04","23:28:13",12.3,-20.5
"2016-May-04","23:33:13",12.3,-20.5
"2016-May-04","23:38:13",12.3,-20.5
"2016-May-04","23:43:13",12.3,-20.5
"2016-May-04","23:48:13",12.3,-20.5
"2016-May-04","23:53:13",12.3,-20.5
"2016-May-04","23:58:13",12.5,-20.5
"2016-May-05","20:59:37",8.7,-20.5
"2016-May-05","21:04:59",9.2,-20.5
"2016-May-05","21:09:59",10.2,-20.5
"2016-May-05","21:14:59",10.7,-20.5
"2016-May-05","21:19:59",11,-20.5
"2016-May-05","21:24:59",11.3,-20.5
"2016-May-05","21:29:59",11.5,-20.5
"2016-May-05","21:34:59",11.7,-20.5
"2016-May-05","21:39:59",11.8,-20.5
"2016-May-05","21:44:59",12,-20.5
"2016-May-05","21:49:59",12,-20.5
"2016-May-05","21:54:59",12.2,-20.5
"2016-May-05","21:59:59",12.2,-20.5
"2016-May-05","22:04:59",12.3,-20.5
"2016-May-05","22:09:59",12.3,-20.5
"2016-May-05","22:14:59",12.5,-20.5
"2016-May-05","22:19:59",12.5,-20.5
"2016-May-05","22:24:59",12.5,-20.5
"2016-May-05","22:29:59",12.7,-20.5
"2016-May-05","22:33:11",12.7,-20.5
"2016-May-05","22:38:12",12.5,-20.5
"2016-May-05","22:43:12",12.7,-20.5
"2016-May-05","22:48:12",12.7,-20.5
"2016-May-05","22:53:12",12.7,-20.5
"2016-May-05","22:58:12",12.7,-20.5
"2016-May-05","23:03:12",12.7,-20.5
"2016-May-05","23:08:12",12.7,-20.5
"2016-May-05","23:13:12",12.7,-20.5
"2016-May-05","23:18:12",12.7,-20.5
"2016-May-05","23:23:12",12.8,-20.5
"2016-May-05","23:28:12",12.8,-20.5
"2016-May-05","23:33:12",12.8,-20.5
"2016-May-05","23:38:12",12.8,-20.5
"2016-May-05","23:43:12",12.8,-20.5
"2016-May-05","23:48:12",12.8,-20.5
"2016-May-05","23:53:12",12.8,-20.5
"2016-May-05","23:58:12",12.8,-20.5
"2016-May-06","20:59:37",9.4,-20.5
"2016-May-06","21:04:59",10,-20.5
"2016-May-06","21:09:59",10.8,-20.5
"2016-May-06","21:14:59",11.5,-20.5
"2016-May-06","21:19:59",11.8,-20.5
"2016-May-06","21:24:59",12,-20.5
"2016-May-06","21:29:59",12.2,-20.5
"2016-May-06","21:34:59",12.3,-20.5
"2016-May-06","21:39:59",12.5,-20.5
"2016-May-06","21:44:59",12.7,-20.5
"2016-May-06","21:49:59",12.8,-20.5
"2016-May-06","21:54:59",12.8,-20.5
"2016-May-06","21:59:59",13,-20.5
"2016-May-06","22:04:59",13,-20.5
"2016-May-06","22:09:59",13,-20.5
"2016-May-06","22:14:59",13.2,-20.5
"2016-May-06","22:19:59",13.2,-20.5
"2016-May-06","22:24:59",13.2,-20.5
"2016-May-06","22:29:59",13.2,-20.5
"2016-May-06","22:33:12",13.2,-20.5
"2016-May-06","22:38:13",13.2,-20.5
"2016-May-06","22:43:13",13.2,-20.5
"2016-May-06","22:48:13",13.2,-20.5
"2016-May-06","22:53:13",13.3,-20.5
"2016-May-06","22:58:13",13.3,-20.5
"2016-May-06","23:03:13",13.3,-20.5
"2016-May-06","23:08:13",13.3,-20.5
"2016-May-06","23:13:13",13.3,-20.5
"2016-May-06","23:18:13",13.3,-20.5
"2016-May-06","23:23:13",13.3,-20.5
"2016-May-06","23:28:13",13.3,-20.5
"2016-May-06","23:33:13",13.3,-20.5
"2016-May-06","23:38:13",13.3,-20.5
"2016-May-06","23:43:13",13.3,-20.5
"2016-May-06","23:48:13",13.3,-20.5
"2016-May-06","23:53:13",13.3,-20.5
"2016-May-06","23:58:13",13.5,-20.5
"2016-May-07","20:59:37",11,-20.5
"2016-May-07","21:04:59",11.5,-20.5
"2016-May-07","21:09:59",12.5,-20.5
"2016-May-07","21:14:59",13,-20.5
"2016-May-07","21:19:59",13.3,-20.5
"2016-May-07","21:24:59",13.6,-20.5
"2016-May-07","21:29:59",13.8,-20.5
"2016-May-07","21:34:59",14,-20.5
"2016-May-07","21:39:59",14.1,-20.5
"2016-May-07","21:44:59",14.1,-20.5
"2016-May-07","21:49:59",14.3,-20.5
"2016-May-07","21:54:59",14.5,-20.5
"2016-May-07","21:59:59",14.5,-20.5
"2016-May-07","22:04:59",14.6,-20.5
"2016-May-07","22:09:59",14.6,-20.5
"2016-May-07","22:14:59",14.6,-20.5
"2016-May-07","22:19:59",14.6,-20.5
"2016-May-07","22:24:59",14.8,-20.5
"2016-May-07","22:29:59",14.8,-20.5
"2016-May-07","22:33:12",14.8,-20.5
"2016-May-07","22:38:13",14.8,-20.5
"2016-May-07","22:43:13",14.8,-20.5
"2016-May-07","22:48:13",14.8,-20.5
"2016-May-07","22:53:13",14.8,-20.5
"2016-May-07","22:58:13",14.8,-20.5
"2016-May-07","23:03:13",14.8,-20.5
"2016-May-07","23:08:13",14.8,-20.5
"2016-May-07","23:13:13",14.8,-20.5
"2016-May-07","23:18:13",14.8,-20.5
"2016-May-07","23:23:13",15,-20.5
"2016-May-07","23:28:13",15,-20.5
"2016-May-07","23:33:13",15,-20.5
"2016-May-07","23:38:13",15,-20.5
"2016-May-07","23:43:13",15,-20.5
"2016-May-07","23:48:13",15,-20.5
"2016-May-07","23:53:13",15,-20.5
"2016-May-07","23:58:13",15,-20.5
"2016-May-08","20:59:37",11.3,-20.5
"2016-May-08","21:04:59",11.8,-20.5
"2016-May-08","21:09:59",12.8,-20.5
"2016-May-08","21:14:59",13.3,-20.5
"2016-May-08","21:19:59",13.6,-20.5
"2016-May-08","21:24:59",14,-20.5
"2016-May-08","21:29:59",14.1,-20.5
"2016-May-08","21:34:59",14.3,-20.5
"2016-May-08","21:39:59",14.5,-20.5
"2016-May-08","21:44:59",14.6,-20.5
"2016-May-08","21:49:59",14.6,-20.5
"2016-May-08","21:54:59",14.8,-20.5
"2016-May-08","21:59:59",14.8,-20.5
"2016-May-08","22:04:59",15,-20.5
"2016-May-08","22:09:59",15,-20.5
"2016-May-08","22:14:59",15,-20.5
"2016-May-08","22:19:59",15,-20.5
"2016-May-08","22:24:59",15.1,-20.5
"2016-May-08","22:29:59",15.1,-20.5
"2016-May-08","22:33:11",15.1,-20.5
"2016-May-08","22:38:12",15.1,-20.5
"2016-May-08","22:43:12",15.1,-20.5
"2016-May-08","22:48:12",15.1,-20.5
"2016-May-08","22:53:12",15.1,-20.5
"2016-May-08","22:58:12",15.1,-20.5
"2016-May-08","23:03:12",15.3,-20.5
"2016-May-08","23:08:12",15.3,-20.5
"2016-May-08","23:13:12",15.3,-20.5
"2016-May-08","23:18:12",15.3,-20.5
"2016-May-08","23:23:12",15.3,-20.5
"2016-May-08","23:28:12",15.3,-20.5
"2016-May-08","23:33:12",15.3,-20.5
"2016-May-08","23:38:12",15.3,-20.5
"2016-May-08","23:43:12",15.3,-20.5
"2016-May-08","23:48:12",15.3,-20.5
"2016-May-08","23:53:12",15.3,-20.5
"2016-May-08","23:58:12",15.3,-20.5
"2016-May-09","20:59:37",11.2,-20.5
"2016-May-09","21:04:59",11.8,-20.5
"2016-May-09","21:09:59",12.8,-20.5
"2016-May-09","21:14:59",13.3,-20.5
"2016-May-09","21:19:59",13.6,-20.5
"2016-May-09","21:24:59",14,-20.5
"2016-May-09","21:29:59",14.1,-20.5
"2016-May-09","21:34:59",14.3,-20.5
"2016-May-09","21:39:59",14.5,-20.5
"2016-May-09","21:44:59",14.5,-20.5
"2016-May-09","21:49:59",14.6,-20.5
"2016-May-09","21:54:59",14.8,-20.5
"2016-May-09","21:59:59",14.8,-20.5
"2016-May-09","22:04:59",15,-20.5
"2016-May-09","22:09:59",15,-20.5
"2016-May-09","22:14:59",15,-20.5
"2016-May-09","22:19:59",15.1,-20.5
"2016-May-09","22:24:59",15.1,-20.5
"2016-May-09","22:29:59",15.1,-20.5
"2016-May-09","22:33:12",15.1,-20.5
"2016-May-09","22:38:13",15.1,-20.5
"2016-May-09","22:43:13",15.1,-20.5
"2016-May-09","22:48:13",15.1,-20.5
"2016-May-09","22:53:13",15.1,-20.5
"2016-May-09","22:58:13",15.1,-20.5
"2016-May-09","23:03:13",15.3,-20.5
"2016-May-09","23:08:13",15.3,-20.5
"2016-May-09","23:13:13",15.3,-20.5
"2016-May-09","23:18:13",15.3,-20.5
"2016-May-09","23:23:13",15.3,-20.5
"2016-May-09","23:28:13",15.3,-20.5
"2016-May-09","23:33:13",15.5,-20.5
"2016-May-09","23:38:13",15.5,-20.5
"2016-May-09","23:43:13",15.5,-20.5
"2016-May-09","23:48:13",15.5,-20.5
"2016-May-09","23:53:13",15.5,-20.5
"2016-May-09","23:58:13",15.5,-20.5
"2016-May-10","20:59:37",11.2,-20.5
"2016-May-10","21:04:59",11.7,-20.5
"2016-May-10","21:09:59",12.7,-20.5
"2016-May-10","21:14:59",13.2,-20.5
"2016-May-10","21:19:59",13.5,-20.5
"2016-May-10","21:24:59",13.8,-20.5
"2016-May-10","21:29:59",14,-20.5
"2016-May-10","21:34:59",14.1,-20.5
"2016-May-10","21:39:59",14.3,-20.5
"2016-May-10","21:44:59",14.5,-20.5
"2016-May-10","21:49:59",14.6,-20.5
"2016-May-10","21:54:59",14.6,-20.5
"2016-May-10","21:59:59",14.8,-20.5
"2016-May-10","22:04:59",14.8,-20.5
"2016-May-10","22:09:59",15,-20.5
"2016-May-10","22:14:59",15,-20.5
"2016-May-10","22:19:59",15,-20.5
"2016-May-10","22:24:59",15,-20.5
"2016-May-10","22:29:59",15.1,-20.5
"2016-May-10","22:33:12",15.1,-20.5
"2016-May-10","22:38:13",15.1,-20.5
"2016-May-10","22:43:13",15.1,-20.5
"2016-May-10","22:48:13",15.1,-20.5
"2016-May-10","22:53:13",15.1,-20.5
"2016-May-10","22:58:13",15.1,-20.5
"2016-May-10","23:03:13",15.3,-20.5
"2016-May-10","23:08:13",15.1,-20.5
"2016-May-10","23:13:13",15.3,-20.5
"2016-May-10","23:18:13",15.3,-20.5
"2016-May-10","23:23:13",15.3,-20.5
"2016-May-10","23:28:13",15.3,-20.5
"2016-May-10","23:33:13",15.3,-20.5
"2016-May-10","23:38:13",15.3,-20.5
"2016-May-10","23:43:13",15.5,-20.5
"2016-May-10","23:48:13",15.3,-20.5
"2016-May-10","23:53:13",15.5,-20.5
"2016-May-10","23:58:13",15.5,-20.5
"2016-May-11","20:59:37",11.3,-20.5
"2016-May-11","21:04:59",11.8,-20.5
"2016-May-11","21:09:59",12.8,-20.5
"2016-May-11","21:14:59",13.3,-20.5
"2016-May-11","21:19:59",13.6,-20.5
"2016-May-11","21:24:59",14,-20.5
"2016-May-11","21:29:59",14.1,-20.5
"2016-May-11","21:34:59",14.3,-20.5
"2016-May-11","21:39:59",14.5,-20.5
"2016-May-11","21:44:59",14.6,-20.5
"2016-May-11","21:49:59",14.8,-20.5
"2016-May-11","21:54:59",14.8,-20.5
"2016-May-11","21:59:59",15,-20.5
"2016-May-11","22:04:59",15,-20.5
"2016-May-11","22:09:59",15.1,-20.5
"2016-May-11","22:14:59",15.1,-20.5
"2016-May-11","22:19:59",15.1,-20.5
"2016-May-11","22:24:59",15.1,-20.5
"2016-May-11","22:29:59",15.3,-20.5
"2016-May-11","22:33:12",15.3,-20.5
"2016-May-11","22:38:13",15.3,-20.5
"2016-May-11","22:43:13",15.3,-20.5
"2016-May-11","22:48:13",15.3,-20.5
"2016-May-11","22:53:13",15.3,-20.5
"2016-May-11","22:58:13",15.3,-20.5
"2016-May-11","23:03:13",15.5,-20.5
"2016-May-11","23:08:13",15.5,-20.5
"2016-May-11","23:13:13",15.5,-20.5
"2016-May-11","23:18:13",15.5,-20.5
"2016-May-11","23:23:13",15.5,-20.5
"2016-May-11","23:28:13",15.5,-20.5
"2016-May-11","23:33:13",15.5,-20.5
"2016-May-11","23:38:13",15.5,-20.5
"2016-May-11","23:43:13",15.5,-20.5
"2016-May-11","23:48:13",15.5,-20.5
"2016-May-11","23:53:13",15.5,-20.5
"2016-May-11","23:58:13",15.5,-20.5
"2016-May-12","20:59:37",11,-20.5
"2016-May-12","21:04:59",11.7,-20.5
"2016-May-12","21:09:59",12.7,-20.5
"2016-May-12","21:14:59",13.2,-20.5
"2016-May-12","21:19:59",13.5,-20.5
"2016-May-12","21:24:59",13.8,-20.5
"2016-May-12","21:29:59",14,-20.5
"2016-May-12","21:34:59",14.1,-20.5
"2016-May-12","21:39:59",14.3,-20.5
"2016-May-12","21:44:59",14.5,-20.5
"2016-May-12","21:49:59",14.5,-20.5
"2016-May-12","21:54:59",14.6,-20.5
"2016-May-12","21:59:59",14.6,-20.5
"2016-May-12","22:04:59",14.8,-20.5
"2016-May-12","22:09:59",14.8,-20.5
"2016-May-12","22:14:59",14.8,-20.5
"2016-May-12","22:19:59",14.8,-20.5
"2016-May-12","22:24:59",15,-20.5
"2016-May-12","22:29:59",15,-20.5
"2016-May-12","22:33:11",15,-20.5
"2016-May-12","22:38:12",15,-20.5
"2016-May-12","22:43:12",15,-20.5
"2016-May-12","22:48:12",15,-20.5
"2016-May-12","22:53:12",15,-20.5
"2016-May-12","22:58:12",15,-20.5
"2016-May-12","23:03:12",15,-20.5
"2016-May-12","23:08:12",15,-20.5
"2016-May-12","23:13:12",15.1,-20.5
"2016-May-12","23:18:12",15.1,-20.5
"2016-May-12","23:23:12",15.1,-20.5
"2016-May-12","23:28:12",15.1,-20.5
"2016-May-12","23:33:12",15.1,-20.5
"2016-May-12","23:38:12",15.1,-20.5
"2016-May-12","23:43:12",15.1,-20.5
"2016-May-12","23:48:12",15.1,-20.5
"2016-May-12","23:53:12",15.1,-20.5
"2016-May-12","23:58:12",15.1,-20.5
"2016-May-13","20:59:37",9.8,-20.5
"2016-May-13","21:04:59",10.5,-20.5
"2016-May-13","21:09:59",11.3,-20.5
"2016-May-13","21:14:59",12,-20.5
"2016-May-13","21:19:59",12.3,-20.5
"2016-May-13","21:24:59",12.5,-20.5
"2016-May-13","21:29:59",12.8,-20.5
"2016-May-13","21:34:59",12.8,-20.5
"2016-May-13","21:39:59",13,-20.5
"2016-May-13","21:44:59",13.2,-20.5
"2016-May-13","21:49:59",13.3,-20.5
"2016-May-13","21:54:59",13.3,-20.5
"2016-May-13","21:59:59",13.3,-20.5
"2016-May-13","22:04:59",13.5,-20.5
"2016-May-13","22:09:59",13.5,-20.5
"2016-May-13","22:14:59",13.5,-20.5
"2016-May-13","22:19:59",13.6,-20.5
"2016-May-13","22:24:59",13.6,-20.5
"2016-May-13","22:29:59",13.6,-20.5
"2016-May-13","22:33:11",13.6,-20.5
"2016-May-13","22:38:12",13.6,-20.5
"2016-May-13","22:43:12",13.6,-20.5
"2016-May-13","22:48:12",13.6,-20.5
"2016-May-13","22:53:12",13.6,-20.5
"2016-May-13","22:58:12",13.6,-20.5
"2016-May-13","23:03:12",13.6,-20.5
"2016-May-13","23:08:12",13.6,-20.5
"2016-May-13","23:13:12",13.8,-20.5
"2016-May-13","23:18:12",13.8,-20.5
"2016-May-13","23:23:12",13.8,-20.5
"2016-May-13","23:28:12",13.8,-20.5
"2016-May-13","23:33:12",13.8,-20.5
"2016-May-13","23:38:12",13.8,-20.5
"2016-May-13","23:43:12",13.8,-20.5
"2016-May-13","23:48:12",13.8,-20.5
"2016-May-13","23:53:12",13.8,-20.5
"2016-May-13","23:58:12",13.8,-20.5
"2016-May-14","20:59:37",8.7,-20.5
"2016-May-14","21:04:59",9.4,-20.5
"2016-May-14","21:09:59",10.3,-20.5
"2016-May-14","21:14:59",10.8,-20.5
"2016-May-14","21:19:59",11.2,-20.5
"2016-May-14","21:24:59",11.5,-20.5
"2016-May-14","21:29:59",11.7,-20.5
"2016-May-14","21:34:59",11.8,-20.5
"2016-May-14","21:39:59",12,-20.5
"2016-May-14","21:44:59",12,-20.5
"2016-May-14","21:49:59",12.2,-20.5
"2016-May-14","21:54:59",12.3,-20.5
"2016-May-14","21:59:59",12.3,-20.5
"2016-May-14","22:04:59",12.3,-20.5
"2016-May-14","22:09:59",12.5,-20.5
"2016-May-14","22:14:59",12.5,-20.5
"2016-May-14","22:19:59",12.5,-20.5
"2016-May-14","22:24:59",12.5,-20.5
"2016-May-14","22:29:59",12.5,-20.5
"2016-May-14","22:33:11",12.7,-20.5
"2016-May-14","22:38:12",12.7,-20.5
"2016-May-14","22:43:12",12.7,-20.5
"2016-May-14","22:48:12",12.7,-20.5
"2016-May-14","22:53:12",12.7,-20.5
"2016-May-14","22:58:12",12.7,-20.5
"2016-May-14","23:03:12",12.7,-20.5
"2016-May-14","23:08:12",12.7,-20.5
"2016-May-14","23:13:12",12.7,-20.5
"2016-May-14","23:18:12",12.7,-20.5
"2016-May-14","23:23:12",12.7,-20.5
"2016-May-14","23:28:12",12.7,-20.5
"2016-May-14","23:33:12",12.7,-20.5
"2016-May-14","23:38:12",12.7,-20.5
"2016-May-14","23:43:12",12.7,-20.5
"2016-May-14","23:48:12",12.7,-20.5
"2016-May-14","23:53:12",12.7,-20.5
"2016-May-14","23:58:12",12.7,-20.5
"2016-May-15","20:59:37",8.7,-20.5
"2016-May-15","21:04:59",9.2,-20.5
"2016-May-15","21:09:59",10.2,-20.5
"2016-May-15","21:14:59",10.7,-20.5
"2016-May-15","21:19:59",11,-20.5
"2016-May-15","21:24:59",11.3,-20.5
"2016-May-15","21:29:59",11.5,-20.5
"2016-May-15","21:34:59",11.7,-20.5
"2016-May-15","21:39:59",11.8,-20.5
"2016-May-15","21:44:59",12,-20.5
"2016-May-15","21:49:59",12,-20.5
"2016-May-15","21:54:59",12.2,-20.5
"2016-May-15","21:59:59",12.2,-20.5
"2016-May-15","22:04:59",12.2,-20.5
"2016-May-15","22:09:59",12.3,-20.5
"2016-May-15","22:14:59",12.3,-20.5
"2016-May-15","22:19:59",12.3,-20.5
"2016-May-15","22:24:59",12.3,-20.5
"2016-May-15","22:29:59",12.5,-20.5
"2016-May-15","22:33:11",12.5,-20.5
"2016-May-15","22:38:12",12.5,-20.5
"2016-May-15","22:43:12",12.5,-20.5
"2016-May-15","22:48:12",12.5,-20.5
"2016-May-15","22:53:12",12.5,-20.5
"2016-May-15","22:58:12",12.5,-20.5
"2016-May-15","23:03:12",12.5,-20.5
"2016-May-15","23:08:12",12.5,-20.5
"2016-May-15","23:13:12",12.5,-20.5
"2016-May-15","23:18:12",12.5,-20.5
"2016-May-15","23:23:12",12.5,-20.5
"2016-May-15","23:28:12",12.5,-20.5
"2016-May-15","23:33:12",12.7,-20.5
"2016-May-15","23:38:12",12.7,-20.5
"2016-May-15","23:43:12",12.7,-20.5
"2016-May-15","23:48:12",12.7,-20.5
"2016-May-15","23:53:12",12.7,-20.5
"2016-May-15","23:58:12",12.7,-20.5
"2016-May-16","20:59:37",9.2,-20.5
"2016-May-16","21:04:59",9.7,-20.5
"2016-May-16","21:09:59",10.7,-20.5
"2016-May-16","21:14:59",11.2,-20.5
"2016-May-16","21:19:59",11.7,-20.5
"2016-May-16","21:24:59",11.8,-20.5
"2016-May-16","21:29:59",12,-20.5
"2016-May-16","21:34:59",12.2,-20.5
"2016-May-16","21:39:59",12.3,-20.5
"2016-May-16","21:44:59",12.5,-20.5
"2016-May-16","21:49:59",12.7,-20.5
"2016-May-16","21:54:59",12.7,-20.5
"2016-May-16","21:59:59",12.8,-20.5
"2016-May-16","22:04:59",12.8,-20.5
"2016-May-16","22:09:59",13,-20.5
"2016-May-16","22:14:59",13,-20.5
"2016-May-16","22:19:59",13,-20.5
"2016-May-16","22:24:59",13,-20.5
"2016-May-16","22:29:59",13.2,-20.5
"2016-May-16","22:33:12",13.2,-20.5
"2016-May-16","22:38:13",13.2,-20.5
"2016-May-16","22:43:13",13.2,-20.5
"2016-May-16","22:48:13",13.2,-20.5
"2016-May-16","22:53:13",13.2,-20.5
"2016-May-16","22:58:13",13.2,-20.5
"2016-May-16","23:03:13",13.2,-20.5
"2016-May-16","23:08:13",13.3,-20.5
"2016-May-16","23:13:13",13.3,-20.5
"2016-May-16","23:18:13",13.3,-20.5
"2016-May-16","23:23:13",13.3,-20.5
"2016-May-16","23:28:13",13.3,-20.5
"2016-May-16","23:33:13",13.3,-20.5
"2016-May-16","23:38:13",13.3,-20.5
"2016-May-16","23:43:13",13.3,-20.5
"2016-May-16","23:48:13",13.5,-20.5
"2016-May-16","23:53:13",13.5,-20.5
"2016-May-16","23:58:13",13.5,-20.5
"2016-May-17","20:59:37",9.5,-20.5
"2016-May-17","21:04:59",10.2,-20.5
"2016-May-17","21:09:59",11,-20.5
"2016-May-17","21:14:59",11.7,-20.5
"2016-May-17","21:19:59",12,-20.5
"2016-May-17","21:24:59",12.2,-20.5
"2016-May-17","21:29:59",12.5,-20.5
"2016-May-17","21:34:59",12.7,-20.5
"2016-May-17","21:39:59",12.8,-20.5
"2016-May-17","21:44:59",12.8,-20.5
"2016-May-17","21:49:59",13,-20.5
"2016-May-17","21:54:59",13.2,-20.5
"2016-May-17","21:59:59",13.2,-20.5
"2016-May-17","22:04:59",13.2,-20.5
"2016-May-17","22:09:59",13.3,-20.5
"2016-May-17","22:14:59",13.3,-20.5
"2016-May-17","22:19:59",13.3,-20.5
"2016-May-17","22:24:59",13.5,-20.5
"2016-May-17","22:29:59",13.5,-20.5
"2016-May-17","22:33:12",13.5,-20.5
"2016-May-17","22:38:13",13.5,-20.5
"2016-May-17","22:43:13",13.5,-20.5
"2016-May-17","22:48:13",13.5,-20.5
"2016-May-17","22:53:13",13.6,-20.5
"2016-May-17","22:58:13",13.6,-20.5
"2016-May-17","23:03:13",13.6,-20.5
"2016-May-17","23:08:13",13.6,-20.5
"2016-May-17","23:13:13",13.6,-20.5
"2016-May-17","23:18:13",13.6,-20.5
"2016-May-17","23:23:13",13.6,-20.5
"2016-May-17","23:28:13",13.6,-20.5
"2016-May-17","23:33:13",13.8,-20.5
"2016-May-17","23:38:13",13.8,-20.5
"2016-May-17","23:43:13",13.8,-20.5
"2016-May-17","23:48:13",13.8,-20.5
"2016-May-17","23:53:13",13.8,-20.5
"2016-May-17","23:58:13",13.8,-20.5
"2016-May-18","20:59:37",10,-20.5
"2016-May-18","21:04:59",10.7,-20.5
"2016-May-18","21:09:59",11.5,-20.5
"2016-May-18","21:14:59",12.2,-20.5
"2016-May-18","21:19:59",12.5,-20.5
"2016-May-18","21:24:59",12.7,-20.5
"2016-May-18","21:29:59",13,-20.5
"2016-May-18","21:34:59",13.2,-20.5
"2016-May-18","21:39:59",13.3,-20.5
"2016-May-18","21:44:59",13.3,-20.5
"2016-May-18","21:49:59",13.5,-20.5
"2016-May-18","21:54:59",13.6,-20.5
"2016-May-18","21:59:59",13.6,-20.5
"2016-May-18","22:04:59",13.6,-20.5
"2016-May-18","22:09:59",13.8,-20.5
"2016-May-18","22:14:59",13.8,-20.5
"2016-May-18","22:19:59",13.8,-20.5
"2016-May-18","22:24:59",14,-20.5
"2016-May-18","22:29:59",14,-20.5
"2016-May-18","22:33:12",14,-20.5
"2016-May-18","22:38:13",14,-20.5
"2016-May-18","22:43:13",14,-20.5
"2016-May-18","22:48:13",14.1,-20.5
"2016-May-18","22:53:13",14.1,-20.5
"2016-May-18","22:58:13",14.1,-20.5
"2016-May-18","23:03:13",14.1,-20.5
"2016-May-18","23:08:13",14.1,-20.5
"2016-May-18","23:13:13",14.1,-20.5
"2016-May-18","23:18:13",14.1,-20.5
"2016-May-18","23:23:13",14.1,-20.5
"2016-May-18","23:28:13",14.1,-20.5
"2016-May-18","23:33:13",14.1,-20.5
"2016-May-18","23:38:13",14.3,-20.5
"2016-May-18","23:43:13",14.3,-20.5
"2016-May-18","23:48:13",14.3,-20.5
"2016-May-18","23:53:13",14.3,-20.5
"2016-May-18","23:58:13",14.3,-20.5
"2016-May-19","20:59:37",10.8,-20.5
"2016-May-19","21:04:59",11.3,-20.5
"2016-May-19","21:09:59",12.3,-20.5
"2016-May-19","21:14:59",12.8,-20.5
"2016-May-19","21:19:59",13.2,-20.5
"2016-May-19","21:24:59",13.5,-20.5
"2016-May-19","21:29:59",13.6,-20.5
"2016-May-19","21:34:59",13.8,-20.5
"2016-May-19","21:39:59",14,-20.5
"2016-May-19","21:44:59",14.1,-20.5
"2016-May-19","21:49:59",14.3,-20.5
"2016-May-19","21:54:59",14.3,-20.5
"2016-May-19","21:59:59",14.5,-20.5
"2016-May-19","22:04:59",14.5,-20.5
"2016-May-19","22:09:59",14.5,-20.5
"2016-May-19","22:14:59",14.6,-20.5
"2016-May-19","22:19:59",14.6,-20.5
"2016-May-19","22:24:59",14.6,-20.5
"2016-May-19","22:29:59",14.6,-20.5
"2016-May-19","22:33:11",14.8,-20.5
"2016-May-19","22:38:12",14.8,-20.5
"2016-May-19","22:43:12",14.8,-20.5
"2016-May-19","22:48:12",14.8,-20.5
"2016-May-19","22:53:12",14.6,-20.5
"2016-May-19","22:58:12",14.8,-20.5
"2016-May-19","23:03:12",14.8,-20.5
"2016-May-19","23:08:12",14.8,-20.5
"2016-May-19","23:13:12",14.8,-20.5
"2016-May-19","23:18:12",14.8,-20.5
"2016-May-19","23:23:12",14.8,-20.5
"2016-May-19","23:28:12",14.8,-20.5
"2016-May-19","23:33:12",15,-20.5
"2016-May-19","23:38:12",15,-20.5
"2016-May-19","23:43:12",14.8,-20.5
"2016-May-19","23:48:12",15,-20.5
"2016-May-19","23:53:12",15,-20.5
"2016-May-19","23:58:12",15,-20.5
"2016-May-20","20:59:37",11,-20.5
"2016-May-20","21:04:59",11.7,-20.5
"2016-May-20","21:09:59",12.7,-20.5
"2016-May-20","21:14:59",13.2,-20.5
"2016-May-20","21:19:59",13.5,-20.5
"2016-May-20","21:24:59",13.8,-20.5
"2016-May-20","21:29:59",14,-20.5
"2016-May-20","21:34:59",14.1,-20.5
"2016-May-20","21:39:59",14.3,-20.5
"2016-May-20","21:44:59",14.5,-20.5
"2016-May-20","21:49:59",14.5,-20.5
"2016-May-20","21:54:59",14.6,-20.5
"2016-May-20","21:59:59",14.6,-20.5
"2016-May-20","22:04:59",14.8,-20.5
"2016-May-20","22:09:59",14.8,-20.5
"2016-May-20","22:14:59",14.8,-20.5
"2016-May-20","22:19:59",15,-20.5
"2016-May-20","22:24:59",15,-20.5
"2016-May-20","22:29:59",15,-20.5
"2016-May-20","22:33:12",15.1,-20.5
"2016-May-20","22:38:13",15.1,-20.5
"2016-May-20","22:43:13",15.1,-20.5
"2016-May-20","22:48:13",15.1,-20.5
"2016-May-20","22:53:13",15.1,-20.5
"2016-May-20","22:58:13",15.1,-20.5
"2016-May-20","23:03:13",15.1,-20.5
"2016-May-20","23:08:13",15.1,-20.5
"2016-May-20","23:13:13",15.3,-20.5
"2016-May-20","23:18:13",15.3,-20.5
